# Program:featureCounts v2.0.0; Command:"/Volumes/userdata/staff_users/michaelblack/bin/featureCounts" "-a" "../Genome/Saccharomyces_cerevisiae.R64-1-1.99.gtf" "-o" "yeast_counts_all_chr.txt" "../STAR/SRR014335-Aligned.out.sam" "../STAR/SRR014336-Aligned.out.sam" "../STAR/SRR014337-Aligned.out.sam" "../STAR/SRR014339-Aligned.out.sam" "../STAR/SRR014340-Aligned.out.sam" "../STAR/SRR014341-Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	../STAR/SRR014335-Aligned.out.sam	../STAR/SRR014336-Aligned.out.sam	../STAR/SRR014337-Aligned.out.sam	../STAR/SRR014339-Aligned.out.sam	../STAR/SRR014340-Aligned.out.sam	../STAR/SRR014341-Aligned.out.sam
YDR112W	IV	679544	679852	+	309	22	19	13	34	32	36
YDR113C	IV	680496	681617	-	1122	198	179	207	389	419	361
YDR114C	IV	681924	682226	-	303	5	7	9	40	34	29
YDR115W	IV	682175	682492	+	318	86	101	89	185	182	191
YDR116C	IV	682724	683581	-	858	107	132	111	191	202	175
YDR117C	IV	683946	685643	-	1698	269	257	259	387	404	368
YDR118W	IV	685882	687840	+	1959	168	162	182	291	275	291
YDR118W-A	IV	687768	687884	+	117	2	1	1	2	5	2
YDR119W	IV	688227	690533	+	2307	957	987	945	614	600	602
YDR119W-A	IV	691014	691214	+	201	95	124	104	54	73	78
YDR120C	IV	691549	693261	-	1713	89	62	77	261	230	245
YDR121W	IV	693585	694175	+	591	101	137	103	273	264	252
YDR122W	IV	694700	697894	+	3195	1474	1491	1553	726	804	739
YDR123C	IV	698554	699468	-	915	103	110	97	175	170	181
YDR124W	IV	700315	701289	+	975	112	122	118	148	169	161
YDR125C	IV	701397	702758	-	1362	115	107	101	164	164	160
YDR126W	IV	703234	704244	+	1011	170	165	161	549	548	510
YDR127W	IV	704484	709250	+	4767	1032	991	984	959	999	956
YDR128W	IV	709549	712995	+	3447	398	397	386	448	434	413
YDR129C	IV;IV	713340;715359	715247;715379	-;-	1929	2219	2341	2267	1358	1422	1383
YDR130C	IV	715747	716622	-	876	240	187	198	249	271	248
YDR131C	IV	716790	718460	-	1671	122	135	142	251	231	249
YDR132C	IV	718816	720303	-	1488	56	49	55	92	95	112
YDR133C	IV	720962	721297	-	336	3637	3495	3349	3449	3477	3305
YDR135C	IV	723004	727551	-	4548	2027	2081	1970	1699	1754	1689
YDR136C	IV	727711	728283	-	573	23	17	13	72	80	83
YDR137W	IV	728259	730250	+	1992	226	219	206	440	452	444
YDR138W	IV	730578	732836	+	2259	271	279	320	352	362	314
YDR139C	IV;IV	733618;733776	733702;733924	-;-	234	82	93	88	256	253	265
YDR140W	IV	734138	734803	+	666	126	132	127	282	334	348
YDR141C	IV	734901	739997	-	5097	686	680	683	739	800	784
YDR142C	IV	740473	741600	-	1128	274	261	265	284	302	278
YDR143C	IV	742042	743874	-	1833	660	669	639	452	457	452
YDR144C	IV	744311	746101	-	1791	386	347	351	373	392	387
YDR145W	IV	746738	748357	+	1620	389	381	352	448	534	472
YDR146C	IV	748613	750742	-	2130	122	142	127	138	195	157
YDR147W	IV	751631	753235	+	1605	265	237	256	300	293	314
YDR148C	IV	753675	755066	-	1392	1149	1125	1163	565	581	548
YDR149C	IV	755555	756262	-	708	17	13	15	18	16	24
YDR150W	IV	755628	763874	+	8247	1300	1391	1314	1206	1224	1154
YDR151C	IV	764178	765155	-	978	462	434	400	484	512	527
YDR152W	IV	765706	766503	+	798	387	418	406	775	847	815
YDR153C	IV	766736	767971	-	1236	654	661	598	640	698	702
YDR154C	IV	768403	768753	-	351	724	720	782	518	503	486
YDR155C	IV	768512	769000	-	489	8716	8553	8533	4119	4154	4000
YDR156W	IV	769525	769938	+	414	284	265	259	268	289	252
YDR157W	IV	769931	770332	+	402	62	69	70	93	100	103
YDR158W	IV	770357	771454	+	1098	2577	2690	2502	1848	1922	1863
YDR159W	IV	771877	775782	+	3906	368	366	310	492	545	497
YDR160W	IV	776163	778721	+	2559	488	479	444	297	278	277
YDR161W	IV	779043	780206	+	1164	138	145	130	496	543	524
YDR162C	IV	780390	781100	-	711	149	178	172	314	293	250
YDR163W	IV	781423	781950	+	528	85	94	76	234	327	269
YDR164C	IV	782041	784215	-	2175	275	295	280	368	391	358
YDR165W	IV	784871	786205	+	1335	91	82	117	288	299	291
YDR166C	IV	786306	789221	-	2916	309	342	339	374	390	341
YDR167W	IV	789449	790069	+	621	183	168	172	791	789	781
YDR168W	IV	790328	791848	+	1521	340	342	371	629	661	641
YDR169C	IV	792348	793889	-	1542	580	574	571	421	415	386
YDR169C-A	IV	794574	794723	-	150	29	32	24	40	38	44
YDR170C	IV	796193	802222	-	6030	1635	1664	1666	1108	1169	1144
tQ(UUG)D3	IV	802731	802802	-	72	0	1	1	0	0	1
YDR170W-A	IV	803195	804517	+	1323	59	41	49	81	68	73
YDR171W	IV	806621	807748	+	1128	6344	6226	6173	3133	3107	2946
YDR172W	IV	808324	810381	+	2058	903	959	933	1305	1410	1365
YDR173C	IV	810565	811632	-	1068	272	270	283	329	297	358
YDR174W	IV	812110	812850	+	741	666	668	649	499	461	487
YDR175C	IV	813193	814152	-	960	209	212	214	384	374	384
YDR176W	IV	814452	816560	+	2109	366	382	351	814	802	813
YDR177W	IV	816878	817525	+	648	349	329	347	914	955	899
YDR178W	IV	817950	818495	+	546	1918	1954	1874	1054	1005	1039
YDR179C	IV	818708	819196	-	489	16	16	13	178	174	185
YDR179W-A	IV	819433	820824	+	1392	61	66	65	147	156	159
YDR180W	IV	821295	825776	+	4482	251	258	250	373	345	385
YDR181C	IV	825910	827355	-	1446	105	100	103	259	232	228
YDR182W	IV	827582	829057	+	1476	549	543	531	416	446	390
YDR182W-A	IV	829151	829354	+	204	20	14	15	31	36	39
YDR183W	IV	829585	830277	+	693	52	59	61	218	186	199
YDR183C-A	IV	830397	830654	-	258	4	3	1	7	11	14
YDR184C	IV	830629	831513	-	885	27	33	28	116	111	117
YDR185C	IV	831934	832473	-	540	91	100	96	124	141	108
YDR186C	IV	832859	835492	-	2634	1229	1201	1185	1271	1326	1260
YDR187C	IV	836228	836746	-	519	27	25	21	20	17	15
YDR188W	IV	836421	838061	+	1641	1962	1898	1812	871	941	850
YDR189W	IV	838392	840392	+	2001	541	501	476	580	505	531
YDR190C	IV	840604	841995	-	1392	567	605	622	905	858	869
YDR191W	IV	842337	843449	+	1113	113	108	109	239	256	295
YDR192C	IV	843569	844861	-	1293	280	262	224	154	154	167
YDR193W	IV	844554	844952	+	399	9	4	0	4	4	4
YDR194C	IV	845952	847946	-	1995	239	257	267	797	839	788
YDR194W-A	IV	848071	848223	+	153	0	1	0	0	2	2
YDR195W	IV	848599	850200	+	1602	150	122	154	378	386	356
YDR196C	IV	850274	850999	-	726	222	229	214	436	491	435
YDR197W	IV	851228	852397	+	1170	122	120	139	175	187	177
YDR198C	IV	852533	853972	-	1440	81	103	74	131	146	147
YDR199W	IV	854175	854540	+	366	6	10	8	18	17	17
YDR200C	IV	854279	856093	-	1815	240	206	204	339	348	324
YDR201W	IV	856317	856814	+	498	100	81	79	158	133	159
YDR202C	IV	856898	857953	-	1056	219	261	233	449	397	490
YDR203W	IV	857682	857999	+	318	1	1	2	1	3	2
YDR204W	IV	858137	859144	+	1008	803	720	741	435	449	454
YDR205W	IV	859346	861520	+	2175	1083	1074	1013	724	723	717
YDR206W	IV	862054	864708	+	2655	861	853	816	696	705	676
YDR207C	IV	865012	867522	-	2511	543	505	491	530	512	506
YDR208W	IV	868224	870563	+	2340	632	613	580	704	678	651
YDR209C	IV	871036	871449	-	414	74	61	69	151	134	141
YDR210W	IV	871074	871301	+	228	0	0	0	0	0	0
YDR210W-B	IV	872112	877425	+	5314	4	9	12	4	11	9
YDR210W-A	IV	872112	873428	+	1317	0	0	0	0	0	0
YDR210C-D	IV	878659	883927	-	5269	7	5	4	5	7	7
YDR210C-C	IV	882605	883927	-	1323	0	0	0	0	0	0
tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	5	4	6	13	7	4
YDR211W	IV	884727	886865	+	2139	427	415	446	885	883	852
YDR212W	IV	887232	888911	+	1680	716	728	719	506	478	553
YDR213W	IV	889751	892492	+	2742	374	338	355	695	662	657
YDR214W	IV	892875	893927	+	1053	924	911	847	1063	1189	1066
YDR215C	IV	894089	894502	-	414	90	85	88	118	122	119
YDR216W	IV	895035	899006	+	3972	1220	1111	1193	1122	1169	1035
YDR217C	IV	899551	903480	-	3930	150	150	133	313	313	283
YDR218C	IV	903781	905052	-	1272	11	17	16	38	28	35
YDR219C	IV	905455	906852	-	1398	155	144	144	317	299	292
YDR220C	IV	907000	907293	-	294	4	6	10	9	10	7
YDR221W	IV	907330	909438	+	2109	652	651	636	637	691	674
YDR222W	IV	910054	911301	+	1248	199	192	183	283	270	291
YDR223W	IV	912099	913502	+	1404	308	294	321	243	279	253
YDR224C	IV	914317	914712	-	396	1454	1428	1478	1748	1769	1642
YDR225W	IV	915530	915928	+	399	1330	1393	1271	595	561	542
YDR226W	IV	916486	917154	+	669	2238	2269	2244	1818	1912	1909
YDR227W	IV	917571	921647	+	4077	284	291	292	553	585	546
YDR228C	IV	921926	923806	-	1881	343	345	377	584	583	538
YDR229W	IV	924785	926146	+	1362	275	348	287	464	479	469
YDR230W	IV	926223	926570	+	348	20	25	8	32	21	28
YDR231C	IV	926293	926910	-	618	237	222	180	155	159	146
YDR232W	IV	927452	929098	+	1647	1324	1288	1287	652	696	646
YDR233C	IV	929470	930357	-	888	1878	1867	1733	1834	1897	1883
YDR234W	IV	931129	933210	+	2082	470	450	462	680	619	663
YDR235W	IV	933504	935138	+	1635	183	180	185	363	369	360
YDR236C	IV	935236	935892	-	657	279	294	300	312	307	350
YDR237W	IV	936615	937493	+	879	180	143	146	241	240	199
YDR238C	IV	937895	940816	-	2922	1843	1898	1834	1323	1340	1257
YDR239C	IV	941057	943420	-	2364	207	182	213	190	199	219
YDR240C	IV	943674	945152	-	1479	124	132	127	257	261	210
YDR241W	IV	945151	945438	+	288	8	6	11	36	42	26
tY(GUA)D	IV;IV	946312;946365	946350;946400	+;+	75	5	4	7	14	18	16
YDR242W	IV	946807	948456	+	1650	179	199	201	228	214	209
YDR243C	IV	948518	950284	-	1767	149	148	137	204	225	198
YDR244W	IV	950563	952401	+	1839	312	346	334	424	432	396
YDR245W	IV	952800	953981	+	1182	484	461	439	616	574	561
YDR246W	IV	954288	954947	+	660	210	190	200	346	349	327
YDR246W-A	IV	955133	955333	+	201	26	25	17	49	52	42
YDR247W	IV	956013	957398	+	1386	744	709	658	348	368	370
YDR248C	IV	957758	958339	-	582	149	166	175	327	312	292
YDR249C	IV	958681	959802	-	1122	172	212	193	347	377	342
YDR250C	IV	960086	960361	-	276	11	34	27	15	26	19
YDR251W	IV	960614	963106	+	2493	1323	1269	1226	782	832	838
YDR252W	IV	963412	963861	+	450	57	52	58	65	78	86
YDR253C	IV	963990	964565	-	576	51	70	51	92	107	97
YDR254W	IV	965113	966489	+	1377	219	257	227	276	306	301
YDR255C	IV	966557	967822	-	1266	247	256	229	296	317	310
YDR256C	IV	968133	969680	-	1548	230	249	234	245	225	213
YDR257C	IV	969990	971474	-	1485	145	165	184	346	335	295
YDR258C	IV	971808	974243	-	2436	1711	1739	1714	1984	2098	1978
YDR259C	IV	974631	975782	-	1152	32	19	26	82	69	80
YDR260C	IV	976717	977229	-	513	163	146	155	181	235	190
YDR261C	IV	977521	979209	-	1689	540	535	536	408	460	483
tS(AGA)D2	IV	980974	981055	-	82	1	0	2	6	2	3
YDR261W-B	IV	981462	986775	+	5314	5	5	6	20	18	16
YDR261W-A	IV	981462	982778	+	1317	0	0	0	0	0	0
YDR261C-D	IV	987534	992349	-	4816	9	8	5	15	13	17
YDR261C-C	IV	991027	992349	-	1323	0	0	0	0	0	0
tG(GCC)D2	IV	992832	992902	+	71	7	8	9	4	10	10
YDR262W	IV	993134	993952	+	819	764	713	732	597	643	576
YDR263C	IV	994242	995534	-	1293	193	182	180	173	162	151
YDR264C	IV	996029	998323	-	2295	2101	2073	2034	1481	1629	1475
YDR265W	IV	998864	999877	+	1014	174	198	189	174	168	161
YDR266C	IV	1000104	1002023	-	1920	535	531	513	487	507	494
YDR267C	IV	1002510	1003502	-	993	255	247	251	348	366	313
YDR268W	IV	1004004	1005143	+	1140	80	122	102	145	141	157
YDR269C	IV	1005665	1005988	-	324	1	0	1	0	0	2
YDR270W	IV	1005675	1008689	+	3015	333	342	303	264	238	228
YDR271C	IV	1008395	1008766	-	372	0	0	1	0	0	0
YDR272W	IV	1009010	1009834	+	825	502	496	511	904	865	817
YDR273W	IV	1010176	1011273	+	1098	217	200	202	276	299	267
YDR274C	IV	1011589	1011960	-	372	68	77	83	80	71	73
YDR275W	IV	1012252	1012959	+	708	85	90	77	248	212	219
YDR276C	IV	1013476	1013643	-	168	1585	1561	1503	1360	1433	1412
YDR277C	IV	1014401	1015702	-	1302	262	274	247	400	407	358
YDR278C	IV	1017001	1017318	-	318	2	0	0	7	3	6
tE(CUC)D	IV	1017207	1017278	-	72	0	0	0	0	0	0
YDR279W	IV	1019368	1020420	+	1053	66	70	76	187	204	190
YDR280W	IV	1020747	1021664	+	918	227	238	205	328	324	315
YDR281C	IV	1022007	1022321	-	315	21	24	11	24	21	20
YDR282C	IV	1023511	1024755	-	1245	57	71	70	173	183	170
YDR283C	IV	1025070	1030049	-	4980	672	632	586	964	995	929
YDR284C	IV	1030550	1031419	-	870	663	637	681	625	682	663
YDR285W	IV	1032436	1035063	+	2628	92	79	88	136	138	163
YDR286C	IV	1035231	1035575	-	345	59	59	75	90	73	74
YDR287W	IV	1035995	1036873	+	879	245	204	232	234	234	187
YDR288W	IV	1037195	1038106	+	912	181	181	180	231	240	240
YDR289C	IV	1038280	1039509	-	1230	135	135	116	309	308	317
YDR290W	IV	1039370	1039699	+	330	2	1	0	3	1	2
YDR291W	IV	1039728	1042961	+	3234	337	363	315	570	579	543
YDR292C	IV	1043146	1045011	-	1866	305	337	260	438	455	400
YDR293C	IV	1045640	1049392	-	3753	4375	4269	4161	2099	2325	2252
YDR294C	IV	1050459	1052228	-	1770	902	851	882	603	672	638
YDR295C	IV	1052623	1054647	-	2025	199	224	200	352	347	318
YDR296W	IV	1055212	1055892	+	681	149	138	149	213	226	219
YDR297W	IV	1056551	1057600	+	1050	478	411	433	339	340	331
YDR298C	IV	1058176	1058814	-	639	617	641	599	606	622	570
YDR299W	IV	1059627	1061231	+	1605	22	16	17	264	292	265
YDR300C	IV	1061505	1062791	-	1287	256	229	249	394	405	427
YDR301W	IV	1063352	1067425	+	4074	573	563	522	607	620	591
YDR302W	IV	1067731	1068390	+	660	83	82	74	92	92	110
YDR303C	IV	1068729	1071386	-	2658	376	385	394	540	575	513
YDR304C	IV	1071880	1072557	-	678	1261	1286	1267	1506	1506	1513
YDR305C	IV;IV	1072746;1073402	1073312;1073488	-;-	654	182	166	143	285	269	260
YDR306C	IV	1073735	1075171	-	1437	431	437	402	668	649	679
tV(CAC)D	IV	1075472	1075544	-	73	2	1	0	2	3	1
YDR307W	IV	1075865	1077853	+	1989	343	379	381	479	466	437
YDR308C	IV	1078027	1078449	-	423	39	38	38	150	144	147
YDR309C	IV	1079048	1080199	-	1152	707	631	631	593	573	588
YDR310C	IV	1081128	1084316	-	3189	407	447	435	474	451	420
YDR311W	IV	1085065	1086993	+	1929	271	291	280	476	502	448
YDR312W	IV	1087581	1088942	+	1362	43	43	43	225	213	222
YDR313C	IV	1089219	1090079	-	861	286	266	251	401	387	336
YDR314C	IV	1090433	1092511	-	2079	96	92	82	210	208	232
YDR315C	IV	1092741	1093586	-	846	50	66	55	124	118	137
YDR316W	IV	1093763	1095178	+	1416	55	62	66	248	271	232
tF(GAA)D	IV;IV	1095370;1095425	1095405;1095461	-;-	73	8	9	7	33	15	23
YDR316W-B	IV	1096064	1101332	+	5269	1	3	2	2	0	1
YDR316W-A	IV	1096064	1097386	+	1323	0	0	0	0	0	0
YDR317W	IV	1102184	1103428	+	1245	81	122	117	170	154	166
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	114	107	101	218	241	215
YDR319C	IV	1105003	1105827	-	825	191	199	191	298	318	305
YDR320C	IV	1106095	1108101	-	2007	299	286	307	404	451	392
YDR320C-A	IV	1108280	1108498	-	219	97	92	96	225	233	224
YDR320W-B	IV	1108484	1108621	+	138	4	2	3	2	8	4
YDR321W	IV	1108702	1109847	+	1146	457	484	458	456	480	466
YDR322W	IV	1110589	1111692	+	1104	101	89	108	197	190	202
YDR322C-A	IV	1112003	1112293	-	291	269	264	255	641	638	584
YDR323C	IV	1112480	1114027	-	1548	105	130	116	310	304	324
YDR324C	IV	1114433	1116763	-	2331	52	52	64	178	160	183
YDR325W	IV	1117126	1120233	+	3108	147	188	163	329	325	314
YDR326C	IV	1120609	1124925	-	4317	1189	1185	1155	669	723	701
YDR327W	IV	1125302	1125628	+	327	108	108	101	174	178	175
YDR328C	IV	1125434	1126018	-	585	410	408	357	464	538	478
YDR329C	IV	1126270	1127595	-	1326	547	521	573	605	721	672
YDR330W	IV	1127872	1129374	+	1503	739	794	786	588	565	546
YDR331W	IV	1129588	1130823	+	1236	225	196	193	317	304	264
YDR332W	IV	1131001	1133070	+	2070	156	167	172	329	343	351
YDR333C	IV	1133260	1135431	-	2172	760	764	700	789	831	751
YDR334W	IV	1135932	1140476	+	4545	825	766	808	717	720	736
YDR335W	IV	1141168	1144842	+	3675	928	938	883	856	849	807
YDR336W	IV	1145092	1146036	+	945	85	91	92	275	241	290
YDR337W	IV	1146319	1147179	+	861	72	101	85	134	132	127
YDR338C	IV	1147379	1149466	-	2088	522	501	506	523	519	508
YDR339C	IV	1149951	1150520	-	570	109	109	99	302	317	288
tX(XXX)D	IV	1150842	1150941	-	100	2	2	4	5	3	10
YDR340W	IV	1150881	1151183	+	303	5	4	2	9	18	10
YDR341C	IV	1151803	1153626	-	1824	463	469	450	812	741	766
YDR342C	IV	1154216	1155928	-	1713	267	258	256	155	188	165
YDR343C	IV	1159608	1161320	-	1713	12	8	10	12	22	12
YDR344C	IV	1162006	1162449	-	444	11	10	26	18	22	15
YDR345C	IV	1162957	1164660	-	1704	476	481	514	760	797	709
YDR346C	IV	1167214	1168659	-	1446	230	237	227	396	388	365
YDR347W	IV	1169178	1170143	+	966	249	264	240	177	182	173
YDR348C	IV	1170326	1171825	-	1500	504	503	489	316	352	340
YDR349C	IV	1172386	1174176	-	1791	727	812	758	705	676	598
tM(CAU)D	IV	1175829	1175901	+	73	0	1	1	2	7	7
YDR350C	IV	1176120	1178174	-	2055	387	405	399	594	614	603
YDR351W	IV	1178666	1181260	+	2595	362	365	362	454	474	430
YDR352W	IV	1181801	1182754	+	954	326	360	320	324	285	298
YDR353W	IV	1183299	1184258	+	960	1278	1225	1230	606	617	605
YDR354W	IV	1184747	1185889	+	1143	291	266	289	176	185	160
YDR354C-A	IV	1185139	1185282	-	144	0	0	0	0	0	0
YDR355C	IV	1186067	1186369	-	303	0	0	0	2	1	0
YDR356W	IV	1186107	1188941	+	2835	89	98	97	211	228	239
YDR357C	IV	1189199	1189567	-	369	25	33	30	150	133	145
YDR358W	IV	1190059	1191732	+	1674	852	857	784	1025	1077	927
YDR359C	IV	1191936	1194884	-	2949	366	342	365	400	396	387
YDR360W	IV	1194598	1195032	+	435	9	11	4	18	14	17
YDR361C	IV	1195412	1196263	-	852	129	154	158	523	471	489
YDR362C	IV	1196679	1198697	-	2019	262	284	277	365	377	347
YDR363W	IV	1199183	1200553	+	1371	73	79	66	205	175	197
tK(CUU)D1	IV	1201750	1201822	+	73	0	1	1	2	3	0
YDR363W-A	IV	1202128	1202397	+	270	151	143	139	780	868	832
YDR364C	IV	1202843	1204210	-	1368	158	168	154	191	203	178
YDR365C	IV	1204497	1206383	-	1887	165	198	151	930	949	946
YDR365W-A	IV	1206997	1208319	+	1323	0	0	0	0	0	0
YDR365W-B	IV	1206997	1212265	+	5269	13	15	8	11	13	17
YDR366C	IV	1212438	1212836	-	399	15	11	11	50	59	46
YDR367W	IV;IV	1212848;1212979	1212877;1213614	+;+	666	166	164	176	302	347	316
YDR368W	IV	1213904	1214842	+	939	1688	1773	1737	1387	1349	1369
YDR369C	IV	1215016	1217580	-	2565	175	186	165	272	243	228
YDR370C	IV	1217782	1219110	-	1329	133	133	166	296	330	303
YDR371W	IV	1219413	1220948	+	1536	173	199	205	251	278	291
YDR371C-A	IV	1219509	1219613	-	105	0	0	0	0	0	0
YDR372C	IV	1221112	1222149	-	1038	484	450	471	792	783	761
YDR373W	IV	1222759	1223331	+	573	355	315	292	622	595	617
YDR374C	IV	1223474	1224394	-	921	20	23	17	65	78	76
YDR374W-A	IV	1224757	1225026	+	270	104	127	100	165	166	162
YDR375C	IV	1225166	1226536	-	1371	232	230	198	276	282	305
YDR376W	IV	1226822	1228303	+	1482	226	231	222	266	307	275
YDR377W	IV	1228611	1228916	+	306	338	323	285	500	523	490
YDR378C	IV	1229349	1229609	-	261	266	253	256	523	596	526
YDR379W	IV	1230167	1233196	+	3030	523	543	491	715	716	679
YDR379C-A	IV	1233278	1233517	-	240	102	107	90	197	238	222
YDR380W	IV	1234218	1236125	+	1908	3537	3512	3501	909	927	844
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	1548	1505	1433	3400	3458	3446
YDR381C-A	IV;IV	1238312;1238825	1238630;1238850	-;-	345	53	61	35	220	248	236
YDR382W	IV	1239492	1239824	+	333	5590	5284	5207	4497	4549	4483
YDR383C	IV	1239960	1240676	-	717	93	102	85	437	437	449
YDR384C	IV	1241204	1242031	-	828	244	276	277	377	409	374
YDR385W	IV	1243230	1245758	+	2529	450	480	466	448	504	519
YDR386W	IV	1246084	1247982	+	1899	86	122	92	361	338	358
YDR387C	IV	1248154	1249821	-	1668	880	848	811	514	576	532
YDR388W	IV	1250186	1251634	+	1449	1430	1443	1375	696	680	677
YDR389W	IV	1252537	1254501	+	1965	608	648	585	665	721	750
YDR390C	IV	1254937	1256847	-	1911	271	244	256	471	480	465
tG(CCC)D	IV	1257008	1257079	-	72	18	13	16	23	27	22
YDR391C	IV	1257358	1258056	-	699	759	734	733	769	757	724
YDR392W	IV	1258696	1259709	+	1014	268	243	244	672	651	649
YDR393W	IV	1259901	1261271	+	1371	166	160	147	578	611	541
YDR394W	IV	1261681	1262967	+	1287	1847	1833	1875	1875	1938	1913
YDR395W	IV	1263324	1266158	+	2835	617	603	575	716	718	711
YDR396W	IV	1266295	1266795	+	501	5	3	14	43	50	42
YDR397C	IV;IV	1266366;1266862	1266769;1266898	-;-	441	3	2	5	16	27	23
YDR398W	IV	1267471	1269402	+	1932	92	96	86	591	591	551
YDR399W	IV	1270068	1270733	+	666	55	39	45	247	212	215
YDR400W	IV	1271063	1272085	+	1023	205	191	191	276	308	277
YDR401W	IV	1272223	1272786	+	564	0	1	0	0	1	2
YDR402C	IV	1272234	1273703	-	1470	83	83	81	24	39	37
YDR403W	IV	1274602	1276212	+	1611	127	137	115	159	163	170
YDR404C	IV	1276654	1277169	-	516	479	479	488	559	492	522
YDR405W	IV	1277646	1278437	+	792	270	253	215	235	237	248
YDR406W	IV	1279210	1283799	+	4590	3984	3981	3914	849	917	863
YDR406W-A	IV	1283799	1284044	+	246	8	6	6	2	6	5
YDR407C	IV	1284069	1287938	-	3870	943	1023	932	955	1001	975
YDR408C	IV	1288215	1288859	-	645	525	482	510	981	1011	959
YDR409W	IV	1289406	1292120	+	2715	354	338	349	309	304	270
YDR410C	IV	1292372	1293091	-	720	388	387	361	461	496	437
YDR411C	IV	1293369	1294394	-	1026	459	474	451	344	360	373
YDR412W	IV	1294693	1295400	+	708	7	11	18	69	70	62
YDR413C	IV	1294836	1295411	-	576	6	5	3	15	13	18
YDR414C	IV	1295598	1296686	-	1089	196	200	217	238	250	206
YDR415C	IV	1297037	1298161	-	1125	244	214	247	293	288	284
YDR416W	IV	1298432	1301011	+	2580	236	260	257	674	628	646
YDR417C	IV	1301555	1301926	-	372	25	22	27	24	29	25
YDR418W	IV	1301616	1302113	+	498	333	318	354	461	486	412
YDR419W	IV	1303174	1305072	+	1899	245	241	256	438	410	451
tS(AGA)D3	IV	1305630	1305712	+	83	3	2	1	0	7	1
YDR420W	IV	1306267	1311675	+	5409	546	580	522	735	838	796
YDR421W	IV	1312040	1314892	+	2853	367	390	359	537	532	532
YDR422C	IV	1315326	1317773	-	2448	772	795	760	718	695	701
YDR423C	IV	1318046	1319275	-	1230	305	335	350	369	364	334
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	103	82	92	522	517	568
YDR425W	IV	1320064	1321941	+	1878	185	183	211	272	293	290
YDR426C	IV	1321629	1322006	-	378	2	4	1	1	2	3
YDR427W	IV	1322205	1323386	+	1182	732	695	685	1081	1139	1147
YDR428C	IV	1323454	1324239	-	786	106	132	103	155	150	122
YDR429C	IV	1324477	1325301	-	825	308	286	292	441	465	418
YDR430C	IV	1325501	1328470	-	2970	520	438	497	333	326	334
YDR431W	IV	1328390	1328701	+	312	5	4	1	2	3	4
YDR432W	IV	1328783	1330027	+	1245	1251	1201	1291	1125	1122	1076
YDR433W	IV	1329600	1330040	+	441	4	0	1	1	2	3
YDR434W	IV	1331237	1332841	+	1605	684	671	694	963	935	906
YDR435C	IV	1332983	1333969	-	987	421	449	429	320	330	316
YDR436W	IV	1334821	1336953	+	2133	1527	1545	1553	586	560	526
YDR437W	IV	1337352	1337774	+	423	84	75	87	78	64	66
YDR438W	IV	1338274	1339386	+	1113	380	328	365	260	311	291
YDR439W	IV	1339676	1340719	+	1044	93	91	110	123	161	127
YDR440W	IV	1342493	1344241	+	1749	89	88	80	118	126	146
YDR441C	IV	1344517	1345062	-	546	83	91	86	151	135	132
YDR442W	IV	1345647	1346039	+	393	2	2	2	2	1	2
YDR443C	IV	1345676	1349938	-	4263	409	398	402	249	272	300
YDR444W	IV	1350290	1352353	+	2064	149	153	123	199	216	231
YDR445C	IV	1352182	1352589	-	408	0	1	0	0	0	0
tK(CUU)D2	IV	1352466	1352538	-	73	0	0	0	0	0	0
YDR446W	IV	1353725	1354633	+	909	6	7	6	42	35	30
YDR447C	IV;IV	1354829;1355551	1355236;1355553	-;-	411	341	397	368	1842	1833	1738
YDR448W	IV	1356065	1357369	+	1305	162	165	177	406	398	385
YDR449C	IV	1357580	1358902	-	1323	42	23	23	106	123	125
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	1328	1272	1316	3287	3482	3427
YDR451C	IV	1361120	1362181	-	1062	172	161	149	173	168	140
YDR452W	IV	1362878	1364902	+	2025	1839	1934	1846	2088	2114	1958
YDR453C	IV	1365072	1365662	-	591	122	125	172	57	70	58
YDR454C	IV	1366264	1366827	-	564	498	452	444	857	868	835
YDR455C	IV	1367373	1367681	-	309	12	5	5	5	7	8
YDR456W	IV	1367485	1369386	+	1902	1155	1125	1114	790	807	802
YDR457W	IV	1369790	1379596	+	9807	2582	2480	2460	2450	2617	2455
YDR458C	IV	1380055	1382046	-	1992	211	189	200	301	330	298
YDR459C	IV	1382319	1383443	-	1125	315	343	354	339	378	374
YDR460W	IV	1383811	1384776	+	966	252	193	232	592	546	505
YDR461W	IV	1385176	1385286	+	111	399	411	419	1765	1797	1769
YDR461C-A	IV	1385524	1385766	-	243	306	312	283	546	572	536
YDR462W	IV	1386073	1386516	+	444	184	193	168	282	254	273
YDR463W	IV	1386816	1388375	+	1560	750	733	705	668	771	664
YDR464W	IV	1388872	1393179	+	4308	331	303	314	622	610	621
YDR464C-A	IV	1392492	1392680	-	189	0	0	0	0	0	0
